name,type,object,version,zh_CN,ja_JP,en_US
skchr_swire2_2,skchr,swire2,2,“见面礼”,「おもてなし」,'Courtesy Gift'
skchr_swire2_3,skchr,swire2,3,千金一掷,千金一擲,Lavish and Prodigal
skchr_swire_1,skchr,swire,1,指挥调度,統括指揮,Command and Dispatch
skchr_swire_2,skchr,swire,2,协同作战,協同作戦,Cooperative Combat
skchr_swllow_1,skchr,swllow,1,飞羽,風切,Flying Feathers
skchr_swllow_2,skchr,swllow,2,回流,羽嵐,Counterflow
skchr_tachak_1,skchr,tachak,1,燃烧榴弹,焼夷弾,Incendiary Grenade
skchr_tachak_2,skchr,tachak,2,倾泻弹药,制圧射撃,Spray and Pray
skchr_takila_1,skchr,takila,1,当机立断,即断即決,Decisive Action
skchr_takila_2,skchr,takila,2,剑走偏锋,極刃奇襲,Esoteric Bladework
skchr_talr_1,skchr,talr,1,量衣尺,採寸用メジャー,Tailor's Measure
skchr_talr_2,skchr,talr,2,缝线缠身,絡みつく縫い糸,Lockstitch
skchr_tecno_1,skchr,tecno,1,关节锁定,-,-
skchr_tecno_2,skchr,tecno,2,恣意挥洒,-,-
skchr_texas2_1,skchr,texas2,1,细雨无声,ピオヴィッジネ,Silent Drizzle
skchr_texas2_2,skchr,texas2,2,阵雨连绵,アクアツォーネ,Unrelenting Downpour
skchr_texas2_3,skchr,texas2,3,剑雨滂沱,ロヴェーショ,Torrential Sword Rain
skchr_texas_2,skchr,texas,2,剑雨,剣雨,Sword Rain
skchr_thorn2_1,skchr,thorn2,1,度算浪波,-,-
skchr_thorn2_2,skchr,thorn2,2,解构涌潮,-,-
skchr_thorn2_3,skchr,thorn2,3,“我的海疆”,-,-
skchr_thorns_2,skchr,thorns,2,护身尖刺,迎撃針棘,Protective Spikes
skchr_thorns_3,skchr,thorns,3,至高之术,デストレッツァ,Destreza
skchr_threye_1,skchr,threye,1,我见崩毁之前,崩壊を視しとき,Before All I See Collapses
skchr_threye_2,skchr,threye,2,我见枯朽之后,枯朽を視たりて,After All I See Has Withered
skchr_tiger_1,skchr,tiger,1,碎甲拳,砕甲拳,Armorcrusher
skchr_tiger_2,skchr,tiger,2,裂魂,裂魂,Sundered Soul
skchr_tinman_1,skchr,tinman,1,“老科利”,「オールドカーリー」,'Ol' Curly'
skchr_tinman_2,skchr,tinman,2,“大拉里”,「ビッグラリー」,'Big Larry'
skchr_tknogi_1,skchr,tknogi,1,迹无,跡無,Without a Trace
skchr_tknogi_2,skchr,tknogi,2,森廻,森廻,Forest's Embrace
skchr_toddi_1,skchr,toddi,1,信号矢,信号矢,Signal Arrow
skchr_toddi_2,skchr,toddi,2,便携破城矢,携帯破城矢,Portable Fortcracker Arrows
skchr_tomimi_1,skchr,tomimi,1,部族技艺,部族の教え,Tribal Techniques
skchr_tomimi_2,skchr,tomimi,2,嘉维尔保护方案,ガヴィル保護プラン,Gavial's Protection Plan
skchr_totter_1,skchr,totter,1,贯日,貫日の一射,Sunpiercer
skchr_totter_2,skchr,totter,2,破虹,砕虹の勁弩,Prism Break
skchr_tuye_1,skchr,tuye,1,水流环,アクアリング,Aqua Loop
skchr_tuye_2,skchr,tuye,2,强心剂,カンフル剤,Cardiac Stimulant
skchr_typhon_2,skchr,typhon,2,冰原秩序,氷原の掟,Order of the Icefield
skchr_typhon_3,skchr,typhon,3,“永恒狩猎”,「永久なる狩猟」,'Eternal Hunt'
skchr_udflow_1,skchr,udflow,1,侵袭破坏应对,侵攻への備え,Invasion Response
skchr_udflow_2,skchr,udflow,2,行动能力剥夺,毒棘制圧射撃,Pinning Maneuver
skchr_ulpia_1,skchr,ulpia,1,必须促成的接触,成すべき接触,Contact Must Be Made
skchr_ulpia_2,skchr,ulpia,2,必须维系的界限,維持すべき境界,Boundaries Must Be Kept
skchr_ulpia_3,skchr,ulpia,3,必须开辟的通路,拓くべき活路,Paths Must Be Opened
skchr_utage_1,skchr,utage,1,分神,サボり,Space Out
skchr_utage_2,skchr,utage,2,落地斩·破门,落地斬・突破,Descending Strike - Earth Splitter
skchr_vendla_2,skchr,vendla,2,荆藤庇荫,茨の庇護,Umbrage of Thorns
skchr_vigil_1,skchr,vigil,1,领袖的呼唤,統率者の一声,Packleader's Call
skchr_vigil_2,skchr,vigil,2,领袖的馈赠,統率者の恩賞,Packleader's Gift
skchr_vigil_3,skchr,vigil,3,领袖的尊严,統率者の威厳,Packleader's Dignity
skchr_vigna_1,skchr,vigna,1,攻击力强化·β型,攻撃力強化β,ATK Up β
skchr_vigna_2,skchr,vigna,2,槌音,ハンマリング・オン,Hammer-On
skchr_vodfox_1,skchr,vodfox,1,病入膏肓,不治の呪い,Malediction
skchr_vodfox_2,skchr,vodfox,2,诅咒娃娃,呪いの人形,Cursed Doll
skchr_vrdant_1,skchr,vrdant,1,苍翠屏障,蒼翠の鎧,Verdant Barrier
skchr_vrdant_2,skchr,vrdant,2,双刃毒藤,藤の毒刃,Double-edged Poison Ivy
skchr_vulpis_1,skchr,vulpis,1,小施惩戒,お仕置き,Discreet Discipline
skchr_vulpis_2,skchr,vulpis,2,坠刃拷问,鋭利な尋問,Damoclean Interrogation
skchr_vulpis_3,skchr,vulpis,3,隐狐之艺,狐隠れの技,La Volpe Nascosta
skchr_vvana_1,skchr,vvana,1,光影迅捷剑,光影穿つ剣,Blade of Fleeting Shadows
skchr_vvana_2,skchr,vvana,2,烛燃影息,影払う燭火,Shadowed by Candlelight
skchr_vvana_3,skchr,vvana,3,“明灭”,「明滅」,'Flicker'
skchr_waaifu_1,skchr,waaifu,1,寸劲,寸勁,One-inch Punch
skchr_waaifu_2,skchr,waaifu,2,七武掠阵踢,七武掠陣脚,Seven-styles Kick
skchr_wanqin_2,skchr,wanqin,2,应东风,応東風,Along the Easterlies
skchr_warmy_1,skchr,warmy,1,炎炎火焰,ぱちぱち火花,Burning Flames
skchr_warmy_2,skchr,warmy,2,滔滔热流,めらめら焔,Scorching Stream
skchr_weedy_1,skchr,weedy,1,炮管敲击,砲身強打,Barrel Burst
skchr_weedy_2,skchr,weedy,2,水炮模式,ハイドロキャノン,Hydraulics Mode
skchr_weedy_3,skchr,weedy,3,液氮大炮,LN2キャノン,Liquid Nitrogen Cannon
skchr_whispr_1,skchr,whispr,1,定向诊断,対症療法,Oriented Diagnosis
skchr_whispr_2,skchr,whispr,2,痛觉抑制,痛覚抑制,Pain Suppression
skchr_whitew_1,skchr,whitew,1,日晷,影落とす時針,Sundial
skchr_whitew_2,skchr,whitew,2,狼魂,狼魂,Wolf Spirit
skchr_whitw2_1,skchr,whitw2,1,慵怠者悲鸣,怠け者の悲鳴,Lament of the Apathetic
skchr_whitw2_2,skchr,whitw2,2,逐猎狂飙,狼たちの戯れ,Hurricane Chase
skchr_whitw2_3,skchr,whitw2,3,终幕·浩劫,ディザストロ・フィナーレ,Finale: Catastrofe
skchr_wildmn_1,skchr,wildmn,1,骑枪刺击,ラピッドランス,Stabbing Lance
skchr_wildmn_2,skchr,wildmn,2,夹枪冲锋,ランスチャージ,Lance Charge
skchr_windft_1,skchr,windft,1,此身为筑,この身で築かす,Machine Rapport
skchr_windft_2,skchr,windft,2,此身为源,この身を源とす,Energy Rapport
skchr_wisdel_1,skchr,wisdel,1,定点清算,クリアランス,Localized Liquidation
skchr_wisdel_2,skchr,wisdel,2,饱和复仇,オーバーレネゲード,Saturated Vengeance
skchr_wisdel_3,skchr,wisdel,3,爆裂黎明,デイブレイクバースト,Explosive Dawn
skchr_wscoot_1,skchr,wscoot,1,以攻为守,-,-
skchr_wscoot_2,skchr,wscoot,2,招无虚发,-,-
skchr_wulfen_1,skchr,wulfen,1,“驱兽专用”,-,-
skchr_wulfen_2,skchr,wulfen,2,“顽石专用”,-,-
skchr_wyvern_1,skchr,wyvern,1,冲锋号令·援军,突撃指令・援軍,Command - Reinforcement
skchr_xingzh_1,skchr,xingzh,1,盈帙满笥,-,-
skchr_xingzh_2,skchr,xingzh,2,食不厌精,-,-
skchr_yak_1,skchr,yak,1,体能强化,肉体強化,Stamina Enhancement
skchr_yak_2,skchr,yak,2,抗寒体质,寒冷順化,Cold Resistance
skchr_yato2_1,skchr,yato2,1,鬼人化,鬼人化,Demon Mode
skchr_yato2_2,skchr,yato2,2,乱舞,乱舞,Blade Dance
skchr_yato2_3,skchr,yato2,3,空中回旋乱舞,空中回転乱舞,Midair Spinning Blade Dance
skchr_yu_1,skchr,yu,1,今日做东,-,-
skchr_yu_2,skchr,yu,2,厚礼上宾,-,-
skchr_yu_3,skchr,yu,3,灶里乾坤,-,-
skchr_yuki_1,skchr,yuki,1,敌飙,ユキケムリ,Shuriken
skchr_yuki_2,skchr,yuki,2,凝武,カザグルマ,Fatal Shuriken
skchr_zebra_1,skchr,zebra,1,应急迷彩,応急迷彩,Emergency Camouflage
skchr_zebra_2,skchr,zebra,2,群体迷彩,広域迷彩,Group Camouflage
skchr_zumama_1,skchr,zumama,1,轻型挂斧,トマホーク,Tomahawk
skchr_zumama_2,skchr,zumama,2,震慑劈砍,烈震崩撃,Menacing Slash
skchr_zumama_3,skchr,zumama,3,钢铁意志,鋼鉄の意思,Iron Will
skchr_zuole_1,skchr,zuole,1,破虏,破虜,Fiendslayer
skchr_zuole_2,skchr,zuole,2,行险,行険,Risktaker
skchr_zuole_3,skchr,zuole,3,佑序有炎,右序有炎,Blessings Unto Yan
skcom_assist_cost[2],skcom,assist,cost[2],支援号令·β型,支援指令β,Support β
skcom_assist_cost[3],skcom,assist,cost[3],支援号令·γ型,支援指令γ,Support γ
skcom_atk_up[1],skcom,atk,up[1],攻击力强化·α型,攻撃力強化α,ATK Up α
skcom_atk_up[2],skcom,atk,up[2],攻击力强化·β型,攻撃力強化β,ATK Up β
skcom_atk_up[3],skcom,atk,up[3],攻击力强化·γ型,攻撃力強化γ,ATK Up γ
skcom_born_up[1],skcom,born,up[1],一击即退·α型,一撃離脱α,Hit and Run α
skcom_born_up[2],skcom,born,up[2],一击即退·β型,一撃離脱β,Hit and Run β
skcom_born_up[3],skcom,born,up[3],一击即退·γ型,一撃離脱γ,Hit and Run γ
skcom_charge_cost[1],skcom,charge,cost[1],冲锋号令·α型,突撃指令α,Charge α
skcom_charge_cost[2],skcom,charge,cost[2],冲锋号令·β型,突撃指令β,Charge β
skcom_charge_cost[3],skcom,charge,cost[3],冲锋号令·γ型,突撃指令γ,Charge γ
skcom_def_up[1],skcom,def,up[1],防御力强化·α型,防御力強化α,DEF Up α
skcom_def_up[2],skcom,def,up[2],防御力强化·β型,防御力強化β,DEF Up β
skcom_def_up[3],skcom,def,up[3],防御力强化·γ型,防御力強化γ,DEF Up γ
skcom_heal_rage[3],skcom,heal,rage[3],掩护作战·γ型,援護作戦γ,Shielding Tactics γ
skcom_heal_self[1],skcom,heal,self[1],生命回复·α型,HP回復α,Regeneration α
skcom_heal_self[2],skcom,heal,self[2],生命回复·β型,HP回復β,Regeneration β
skcom_heal_self[3],skcom,heal,self[3],生命回复·γ型,HP回復γ,Regeneration γ
skcom_heal_up[1],skcom,heal,up[1],治疗强化·α型,回復力強化α,Healing Up α
skcom_heal_up[2],skcom,heal,up[2],治疗强化·β型,回復力強化β,Healing Up β
skcom_heal_up[3],skcom,heal,up[3],治疗强化·γ型,回復力強化γ,Healing Up γ
skcom_magic_rage[1],skcom,magic,rage[1],战术咏唱·α型,戦術詠唱α,Tactical Chant α
skcom_magic_rage[2],skcom,magic,rage[2],战术咏唱·β型,戦術詠唱β,Tactical Chant β
skcom_magic_rage[3],skcom,magic,rage[3],战术咏唱·γ型,戦術詠唱γ,Tactical Chant γ
skcom_quickattack[1],skcom,quickattack[1],-,迅捷打击·α型,迅速攻撃α,Swift Strike α
skcom_quickattack[3],skcom,quickattack[3],-,迅捷打击·γ型,迅速攻撃γ,Swift Strike γ
skcom_range_extend,skcom,range,extend,治疗范围强化,回復範囲強化,Healing Range Up
skcom_withdraw,skcom,withdraw,-,自我销毁,自動消滅,Self-Destruct
sktok_acarm000_1,sktok,acarm000,1,小盾,小盾,Small Shield
sktok_acarm000_2,sktok,acarm000,2,小盾,小盾,Small Shield
sktok_acarm001_1,sktok,acarm001,1,短剑,短剣,Dirk
sktok_acarm001_2,sktok,acarm001,2,短剑,短剣,Dirk
sktok_acarm002_1,sktok,acarm002,1,幸运币,ラッキーコイン,Lucky Coin
sktok_acarm002_2,sktok,acarm002,2,幸运币,ラッキーコイン,Lucky Coin
sktok_acarm003_1,sktok,acarm003,1,冰块,氷,Chunk of Ice
sktok_acarm003_2,sktok,acarm003,2,冰块,氷,Chunk of Ice
sktok_acarm004_1,sktok,acarm004,1,压缩饼干,レーション,Hardtack
sktok_acarm004_2,sktok,acarm004,2,压缩饼干,レーション,Hardtack
sktok_acarm005_1,sktok,acarm005,1,信标,ビーコン,Transmitter
sktok_acarm005_2,sktok,acarm005,2,信标,ビーコン,Transmitter
sktok_acarm006_1,sktok,acarm006,1,源岩匕首,源岩ナイフ,Orirock Dagger
sktok_acarm006_2,sktok,acarm006,2,源岩匕首,源岩ナイフ,Orirock Dagger
sktok_acarm007_1,sktok,acarm007,1,源石溶剂,源石溶剤,Originium Solvent
sktok_acarm007_2,sktok,acarm007,2,源石溶剂,源石溶剤,Originium Solvent
sktok_acarm008_1,sktok,acarm008,1,激光发射器,レーザー発射機,Laser Sighter
sktok_acarm008_2,sktok,acarm008,2,激光发射器,レーザー発射機,Laser Sighter
sktok_acarm009_1,sktok,acarm009,1,喀兰贸易文档,カランド貿易ファイル,Karlan Trade File
sktok_acarm009_2,sktok,acarm009,2,喀兰贸易文档,カランド貿易ファイル,Karlan Trade File
sktok_acarm010_1,sktok,acarm010,1,卡西米尔文档,カジミエーシュファイル,Kazimierz File
sktok_acarm010_2,sktok,acarm010,2,卡西米尔文档,カジミエーシュファイル,Kazimierz File
sktok_acarm011_1,sktok,acarm011,1,深海猎人文档,アビサルハンターファイル,Abyssal Hunter File
sktok_acarm011_2,sktok,acarm011,2,深海猎人文档,アビサルハンターファイル,Abyssal Hunter File
sktok_acarm012_1,sktok,acarm012,1,浓茶,渋茶,Strong Tea
sktok_acarm012_2,sktok,acarm012,2,浓茶,渋茶,Strong Tea
sktok_acarm013_1,sktok,acarm013,1,蜂鸣器,警報器,Buzzer
sktok_acarm013_2,sktok,acarm013,2,蜂鸣器,警報器,Buzzer
sktok_acarm014_1,sktok,acarm014,1,精打细算玩偶,倹約家の人形,Budget-Savvy Doll
sktok_acarm014_2,sktok,acarm014,2,精打细算玩偶,倹約家の人形,Budget-Savvy Doll
sktok_acarm015_1,sktok,acarm015,1,见钱眼开玩偶,守銭奴の人形,Money-Grubbing Doll
sktok_acarm015_2,sktok,acarm015,2,见钱眼开玩偶,守銭奴の人形,Money-Grubbing Doll
sktok_acarm016_1,sktok,acarm016,1,预备进阶许可,予備隊員昇進許可,Promotion Permit
sktok_acarm016_2,sktok,acarm016,2,预备进阶许可,予備隊員昇進許可,Promotion Permit
sktok_acarm017_1,sktok,acarm017,1,战场分析仪,戦場分析装置,Battlefield Analyzer
sktok_acarm017_2,sktok,acarm017,2,战场分析仪,戦場分析装置,Battlefield Analyzer
sktok_acarm018_1,sktok,acarm018,1,震撼弹,スタングレネード,Stun Grenade
sktok_acarm018_2,sktok,acarm018,2,震撼弹,スタングレネード,Stun Grenade
sktok_acarm019_1,sktok,acarm019,1,制式重装盾,制式重装シールド,Standard Defender Shield
sktok_acarm019_2,sktok,acarm019,2,制式重装盾,制式重装シールド,Standard Defender Shield
sktok_acarm020_1,sktok,acarm020,1,制式狙击镜,制式狙撃ゴーグル,Standard Sniper Scope
sktok_acarm020_2,sktok,acarm020,2,制式狙击镜,制式狙撃ゴーグル,Standard Sniper Scope
sktok_acarm021_1,sktok,acarm021,1,制式术师杖,制式術師ロッド,Standard Caster Wand
sktok_acarm021_2,sktok,acarm021,2,制式术师杖,制式術師ロッド,Standard Caster Wand
sktok_acarm022_1,sktok,acarm022,1,口袋法阵,携帯式アーツバリア,Pocket Arts Circle
sktok_acarm022_2,sktok,acarm022,2,口袋法阵,携帯式アーツバリア,Pocket Arts Circle
sktok_acarm023_1,sktok,acarm023,1,竞技投币机,競技アーケードマシン,Coin-Operated Machine
sktok_acarm023_2,sktok,acarm023,2,竞技投币机,競技アーケードマシン,Coin-Operated Machine
sktok_acarm024_1,sktok,acarm024,1,工匠锤,職人のハンマー,Engineer's Hammer
sktok_acarm024_2,sktok,acarm024,2,工匠锤,職人のハンマー,Engineer's Hammer
sktok_acarm025_1,sktok,acarm025,1,休眠子裔,眠れる眷属,Dormant Heir
sktok_acarm025_2,sktok,acarm025,2,休眠子裔,眠れる眷属,Dormant Heir
sktok_acarm026_1,sktok,acarm026,1,术师无人机,術師ドローン,Caster Drone
sktok_acarm026_2,sktok,acarm026,2,术师无人机,術師ドローン,Caster Drone
sktok_acarm027_1,sktok,acarm027,1,卡西米尔模型,カジミエーシュのオブジェ,Kazimierz Model
sktok_acarm027_2,sktok,acarm027,2,卡西米尔模型,カジミエーシュのオブジェ,Kazimierz Model
sktok_acarm028_1,sktok,acarm028,1,喀兰贸易模型,カランド貿易のオブジェ,Karlan Trade Model
sktok_acarm028_2,sktok,acarm028,2,喀兰贸易模型,カランド貿易のオブジェ,Karlan Trade Model
sktok_acarm029_1,sktok,acarm029,1,深海猎人模型,アビサルハンターのオブジェ,Abyssal Hunter Model
sktok_acarm029_2,sktok,acarm029,2,深海猎人模型,アビサルハンターのオブジェ,Abyssal Hunter Model
sktok_acarm030_1,sktok,acarm030,1,精英重装套组,エリート重装セット,Elite Defender Set
sktok_acarm030_2,sktok,acarm030,2,精英重装套组,エリート重装セット,Elite Defender Set
sktok_acarm031_1,sktok,acarm031,1,精英狙击套组,エリート狙撃セット,Elite Sniper Set
sktok_acarm031_2,sktok,acarm031,2,精英狙击套组,エリート狙撃セット,Elite Sniper Set
sktok_acarm032_1,sktok,acarm032,1,精英术师套组,エリート術師セット,Elite Caster Set
sktok_acarm032_2,sktok,acarm032,2,精英术师套组,エリート術師セット,Elite Caster Set
sktok_acarm033_1,sktok,acarm033,1,歌利亚头盔,ゴリアテの兜,Goliath Helmet
sktok_acarm033_2,sktok,acarm033,2,歌利亚头盔,ゴリアテの兜,Goliath Helmet
sktok_acarm034_1,sktok,acarm034,1,M3护甲,M3アーマー,M3 Armor
sktok_acarm034_2,sktok,acarm034,2,M3护甲,M3アーマー,M3 Armor
sktok_acarm035_1,sktok,acarm035,1,M3利爪,M3クロー,M3 Claw
sktok_acarm035_2,sktok,acarm035,2,M3利爪,M3クロー,M3 Claw
sktok_acarm036_1,sktok,acarm036,1,便携弹射器,携帯式射出装置,Portable Launcher
sktok_acarm036_2,sktok,acarm036,2,便携弹射器,携帯式射出装置,Portable Launcher
sktok_acarm037_1,sktok,acarm037,1,有限加速器,有限加速マシン,Miniature Accelerator
sktok_acarm037_2,sktok,acarm037,2,有限加速器,有限加速マシン,Miniature Accelerator
sktok_acarm038_1,sktok,acarm038,1,全能机械臂,万能ロボットアーム,Multi-Purpose Robotic Arm
sktok_acarm038_2,sktok,acarm038,2,全能机械臂,万能ロボットアーム,Multi-Purpose Robotic Arm
sktok_acarm039_1,sktok,acarm039,1,博士投影,ドクターのホログラム,Doctor Hologram
sktok_acarm039_2,sktok,acarm039,2,博士投影,ドクターのホログラム,Doctor Hologram
sktok_acshopfr_1,sktok,acshopfr,1,补给留存,補給凍結,Supply Retention
sktok_acshopre_1,sktok,acshopre,1,补给调配,補給調達,Supply Distribution
sktok_acshopup_1,sktok,acshopup,1,补给升级,補給強化,Supply Upgrade
sktok_acspell001_1,sktok,acspell001,1,法术：恢复,アーツ：治療,Arts: Recovery
sktok_acspell002_1,sktok,acspell002,1,法术：力量,アーツ：剛力,Arts: Strength
sktok_acspell003_1,sktok,acspell003,1,法术：传动,アーツ：伝動,Arts: Transmission
sktok_acspell004_1,sktok,acspell004,1,法术：贪婪,アーツ：貪欲,Arts: Greed
sktok_acspell005_1,sktok,acspell005,1,法术：满足,アーツ：充足,Arts: Satisfaction
sktok_acspell006_1,sktok,acspell006,1,法术：护盾,アーツ：防壁,Arts: Shield
sktok_acspell007_1,sktok,acspell007,1,法术：榜样,アーツ：昇進,Arts: Role Model
sktok_acspell008_1,sktok,acspell008,1,法术：屏障,アーツ：護身,Arts: Barrier
sktok_acspell009_1,sktok,acspell009,1,法术：熟人,アーツ：伝心,Arts: Familiar Face
sktok_acspell010_1,sktok,acspell010,1,法术：同行,アーツ：同行,Arts: Peer
sktok_acspell011_1,sktok,acspell011,1,法术：提升,アーツ：向上,Arts: Boost
sktok_acspell012_1,sktok,acspell012,1,法术：迟缓,アーツ：緩速,Arts: Slow
sktok_acspell014_1,sktok,acspell014,1,法术：全力,アーツ：全力,Arts: All-Out
sktok_acspell015_1,sktok,acspell015,1,法术：血税,アーツ：血税,Arts: Blood Tax
sktok_acspell016_1,sktok,acspell016,1,法术：破袭,アーツ：奇兵,Arts: Infiltration
sktok_acspell017_1,sktok,acspell017,1,晋升调配特许,昇進配分許可証,Advanced Deployment Permit
sktok_ads,sktok,ads,-,掩护,援護,Cover
sktok_aegiret_1,sktok,aegiret,1,信标激活,ビーコン起動,Activate Beacon
sktok_aidkit,sktok,aidkit,-,急救,応急処置,First Aid
sktok_airbomb,sktok,airbomb,-,砰！,バン！,Bang!
sktok_airsup,sktok,airsup,-,派遣空援,空援派遣,Dispatch Air Support
sktok_allady,sktok,allady,-,阿勒黛的卫护,アラデルの衛護,Allerdale's Guard
sktok_allady_2,sktok,allady,2,阿勒黛的卫护,アラデルの衛護,Allerdale's Guard
sktok_allydonq,sktok,allydonq,-,冲锋,突貫,Charge
sktok_amblls,sktok,amblls,-,幽影门扉,幽影の扉,Umbral Door
sktok_angel2_target_1,sktok,angel2,target_1,天空大扫除,-,-
sktok_angel2_target_2,sktok,angel2,target_2,开火成瘾症,-,-
sktok_angel2_target_3,sktok,angel2,target_3,使命必达！,-,-
sktok_antidr,sktok,antidr,-,无人机干扰,ドローン妨害,Drone Interference
sktok_arcexpd,sktok,arcexpd,-,帮个小忙,-,-
sktok_arcgacha,sktok,arcgacha,-,扭动机关,-,-
sktok_arcgrg,sktok,arcgrg,-,启航！,-,-
sktok_archook,sktok,archook,-,发射,-,-
sktok_arcsoda,sktok,arcsoda,-,充分摇匀,-,-
sktok_arcsum1,sktok,arcsum1,-,叮铃铃！,-,-
sktok_arcsum2,sktok,arcsum2,-,叮铃铃！,-,-
sktok_arcsum3,sktok,arcsum3,-,叮铃铃！,-,-
sktok_arctoll,sktok,arctoll,-,记分,-,-
sktok_badbox,sktok,badbox,-,极诱人珍宝,財宝の蕩めき,Really Alluring Treasures
sktok_ballis,sktok,ballis,-,发射弩箭,射撃,Bolt Launching
sktok_bbombcard,sktok,bbombcard,-,爆炸,爆発,Explode
sktok_beer,sktok,beer,-,“蜜酿万岁！”,「ミード万歳！」,'Long Live Mead!'
sktok_beewax,sktok,beewax,-,沙之碑召唤,オベリスクの激震,Summon Sand Obelisk
sktok_bgarmn_1,sktok,bgarmn,1,研究成功,研究成功,Research Success
sktok_bgarms_1,sktok,bgarms,1,研究成功,研究成功,Research Success
sktok_bgsnow_1,sktok,bgsnow,1,抑扬格,イアンボス,Iamb
sktok_bgsnow_2,sktok,bgsnow,2,点题,リフレイン,Précis
sktok_bgsnow_3,sktok,bgsnow,3,锐笔速写,レザーシャープペン,Opprobrium
sktok_bldore,sktok,bldore,-,沥血王座,血誓の王座,Throne of Blood
sktok_blizzard,sktok,blizzard,-,暴风雪,猛吹雪,Blizzard
sktok_blizzard_2,sktok,blizzard,2,暴风雪,猛吹雪,Blizzard
sktok_blkngt_hypnos_s_1,sktok,blkngt,hypnos_s_1,食梦,夢喰い,Dream Eater
sktok_blkngt_hypnos_s_2,sktok,blkngt,hypnos_s_2,食梦,夢喰い,Dream Eater
sktok_blower,sktok,blower,-,气流,源石気流,Airflow
sktok_bmoney,sktok,bmoney,-,无可置疑的罪证,決定的な証拠,Indisputable Evidence
sktok_bomb,sktok,bomb,-,坏脾气,大癇癪,Ill Temper
sktok_bondtw,sktok,bondtw,-,发射缚网,捕縛網発射,Fire Net
sktok_bonore,sktok,bonore,-,唤血祭坛,血の祭壇,Bloodcalling Altar
sktok_bounc2_1,sktok,bounc2,1,工程钻具,掘削ドリル,Drilling Tool
sktok_bouncy_1,sktok,bouncy,1,圣徒之手,聖徒の御手,Hand of the Saint
sktok_bouncy_2,sktok,bouncy,2,圣徒之手·清理模式,聖徒の御手・清掃モード,Hand of the Saint - Purification
sktok_bouncy_3,sktok,bouncy,3,圣徒之手·巡回模式,聖徒の御手・巡回モード,Hand of the Saint - Patrol
sktok_bqmlee,sktok,bqmlee,-,步青云,一躍昇天,Skystep
sktok_bqmleea,sktok,bqmleea,-,步青云,一躍昇天,Skystep
sktok_bqmleeb,sktok,bqmleeb,-,步青云,一躍昇天,Skystep
sktok_bqrnge,sktok,bqrnge,-,分析,分析,Analyze
sktok_bqrngea,sktok,bqrngea,-,分析,分析,Analyze
sktok_bqrngeb,sktok,bqrngeb,-,分析,分析,Analyze
sktok_brctrl,sktok,brctrl,-,实体程式控制端,実体プログラム制御端末,Entitative Program Controller
sktok_btauntcard,sktok,btauntcard,-,晶化,晶化,Crystallize
sktok_buffcard,sktok,buffcard,-,升格,強化,Upgrade
sktok_bunker,sktok,bunker,-,障碍物,障害物,Roadblock
sktok_candle,sktok,candle,-,骑士的荣耀,「騎士の栄光」,Knight's Honor
sktok_cannon_1,sktok,cannon,1,脉冲束流,衝撃集束波,Pulse Beam
sktok_cannon_2,sktok,cannon,2,脉冲束流,衝撃集束波,Pulse Beam
sktok_canoe_1,sktok,canoe,1,放置平台,ボード設置,Deployment Platform
sktok_canoe_2,sktok,canoe,2,放置平台,ボード設置,Deployment Platform
sktok_cathy_catsld_1,sktok,cathy,catsld_1,岁月锻打,歳月による鍛造,Wrought by Age
sktok_cathy_catsld_2,sktok,cathy,catsld_2,战火淬炼,戦火の焼き入れ,Tempered by War
sktok_cd1punch,sktok,cd1punch,-,灌录,レコード,Record
sktok_cd1puncha,sktok,cd1puncha,-,灌录,レコード,Record
sktok_cd1punchb,sktok,cd1punchb,-,灌录,レコード,Record
sktok_cdabyss,sktok,cdabyss,-,阿戈尔示波器,エーギル式振波計,Ægirian Oscilloscope
sktok_cdabyssa,sktok,cdabyssa,-,阿戈尔示波器,エーギル式振波計,Ægirian Oscilloscope
sktok_cdabyssb,sktok,cdabyssb,-,阿戈尔示波器,エーギル式振波計,Ægirian Oscilloscope
sktok_cdaltar,sktok,cdaltar,-,能量扰动,エネルギー妨害,Energy Perturbation
sktok_cdaltara,sktok,cdaltara,-,能量扰动,エネルギー妨害,Energy Perturbation
sktok_cdaltarb,sktok,cdaltarb,-,能量扰动,エネルギー妨害,Energy Perturbation
sktok_cdbeacon,sktok,cdbeacon,-,示踪信标,追跡ビーコン,Tracer Beacon
sktok_cdbeacona,sktok,cdbeacona,-,阻断波长,遮断電波,Block Wavelength
sktok_cdbeaconb,sktok,cdbeaconb,-,干扰波长,妨害電波,Jam Wavelength
sktok_cdcaster,sktok,cdcaster,-,能量调和,エネルギー同調,Energy Harmonization
sktok_cdcastera,sktok,cdcastera,-,能量调和,エネルギー同調,Energy Harmonization
sktok_cdcasterb,sktok,cdcasterb,-,能量调和,エネルギー同調,Energy Harmonization
sktok_cdcredit,sktok,cdcredit,-,自适应补给,多機能補給,Adaptive Supply
sktok_cdcredita,sktok,cdcredita,-,自适应补给,多機能補給,Adaptive Supply
sktok_cdcreditb,sktok,cdcreditb,-,自适应补给,多機能補給,Adaptive Supply
sktok_cdcvrt,sktok,cdcvrt,-,溢能回收,オーバーフロー・リカバリー,Energy Overflow Recovery
